"V1" "V2" "V3" "V4" "V5"
"11082" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8363
"11083" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8364
"11084" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8365
"11085" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8366
"11086" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8367
"11087" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8368
"11088" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8370
"11089" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 121504
"11090" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 554313
"11091" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8294
"11092" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8359
"11093" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8360
"11094" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8361
"11095" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8362
"11096" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8363
"11097" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8364
"11098" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8365
"11099" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8366
"11100" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8367
"11101" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8368
"11102" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 8370
"11103" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 121504
"11104" "Hist4h4" "Hist1h4n" 319158 "HIST1H4C" 554313
"11105" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8294
"11106" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8359
"11107" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8360
"11108" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8361
"11109" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8362
"11110" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8363
"11111" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8364
"11112" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8365
"11113" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8366
"11114" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8367
"11115" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8368
"11116" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 8370
"11117" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 121504
"11118" "Hist4h4" "Hist4h4" 319158 "HIST1H4C" 554313
"11119" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8294
"11120" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8359
"11121" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8360
"11122" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8361
"11123" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8362
"11124" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8363
"11125" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8364
"11126" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8365
"11127" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8366
"11128" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8367
"11129" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8368
"11130" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 8370
"11131" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 121504
"11132" "Hist4h4" "Hist1h4a" 319158 "HIST1H4C" 554313
"11133" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8294
"11134" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8359
"11135" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8360
"11136" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8361
"11137" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8362
"11138" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8363
"11139" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8364
"11140" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8365
"11141" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8366
"11142" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8367
"11143" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8368
"11144" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 8370
"11145" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 121504
"11146" "Hist4h4" "Hist1h4b" 319158 "HIST1H4C" 554313
"11147" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8294
"11148" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8359
"11149" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8360
"11150" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8361
"11151" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8362
"11152" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8363
"11153" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8364
"11154" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8365
"11155" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8366
"11156" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8367
"11157" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8368
"11158" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 8370
"11159" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 121504
"11160" "Hist4h4" "Hist1h4m" 319158 "HIST1H4C" 554313
"11161" "Zfp940" "Zfp940" 233057 "ZNF790" 388536
"11162" "Krt15" "Krt15" 16665 "KRT15" 3866
"11163" "Exoc3l4" "Exoc3l4" 74190 "EXOC3L4" 91828
"11164" "Tcea2" "Tcea2" 21400 "TCEA2" 6919
"11165" "Ptp4a3" "Ptp4a3" 19245 "PTP4A3" 11156
"11166" "Sphkap" "Sphkap" 77629 "SPHKAP" 80309
"11167" "Atp5s" "Atp5s" 68055 "ATP5S" 27109
"11168" "Olfr125" "Olfr125" 258287 "OR14J1" 442191
"11169" "Trmt5" "Trmt5" 76357 "TRMT5" 57570
"11170" "N4bp3" "N4bp3" 212706 "N4BP3" 23138
"11171" "Orai1" "Orai1" 109305 "ORAI1" 84876
"11172" "Trp53rk" "Trp53rk" 76367 "TP53RK" 112858
"11173" "Kif13b" "Kif13b" 16554 "KIF13B" 23303
"11174" "Gne" "Gne" 50798 "GNE" 10020
"11175" "Mmaa" "Mmaa" 109136 "MMAA" 166785
"11176" "Trf" "Trf" 22041 "TF" 7018
"11177" "A830018L16Rik" "A830018L16Rik" 320492 "C8orf34" 116328
"11178" "Sumf1" "Sumf1" 58911 "SUMF1" 285362
"11179" "Zmynd8" "Zmynd8" 228880 "ZMYND8" 23613
"11180" "Fam228b" "Fam228b" 207921 "FAM228B" 375190
"11181" "Hoxc12" "Hoxc12" 15421 "HOXC12" 3228
"11182" "Pthlh" "Pthlh" 19227 "PTHLH" 5744
"11183" "Gphn" "Gphn" 268566 "GPHN" 10243
"11184" "C330018D20Rik" "C330018D20Rik" 77422 "C5orf63" 401207
"11185" "C330018D20Rik" "C330018D20Rik" 77422 "C5orf63" 101060408
"11186" "Akap11" "Akap11" 219181 "AKAP11" 11215
"11187" "Frat2" "Frat2" 212398 "FRAT2" 23401
"11188" "Prelp" "Prelp" 116847 "PRELP" 5549
"11189" "Aars" "Aars" 234734 "AARS" 16
"11190" "Arhgap19" "Arhgap19" 71085 "ARHGAP19-SLIT1" 84986
"11191" "Arhgap19" "Arhgap19" 71085 "ARHGAP19" 84986
"11192" "Cep120" "Cep120" 225523 "CEP120" 153241
"11193" "Cxcr1" "Cxcr1" 227288 "CXCR1" 3577
"11194" "Tssk3" "Tssk3" 58864 "TSSK3" 81629
"11195" "Spert" "Spert" 67926 "SPERT" 220082
"11196" "Cited1" "Cited1" 12705 "CITED1" 4435
"11197" "Cpne6" "Cpne6" 12891 "CPNE6" 9362
"11198" "Zfp780b" "Zfp780b" 338354 "ZNF780B" 163131
"11199" "Gtsf1" "Gtsf1" 74174 "GTSF1" 121355
"11200" "Smug1" "Smug1" 71726 "SMUG1" 23583
"11201" "Kcnc4" "Kcnc4" 99738 "KCNC4" 3749
"11202" "Tbcd" "Tbcd" 108903 "TBCD" 6904
"11203" "Ceacam18" "Ceacam18" 72431 "CEACAM18" 729767
"11204" "Ildr1" "Ildr1" 106347 "ILDR1" 286676
"11205" "Anxa11" "Anxa11" 11744 "ANXA11" 311
"11206" "Anxa11" "Gm2260" 11744 "ANXA11" 311
"11207" "Anxa11" "Gm2274" 11744 "ANXA11" 311
"11208" "Zeb2" "Zeb2" 24136 "ZEB2" 9839
"11209" "Abhd17c" "Abhd17c" 70178 "ABHD17C" 58489
"11210" "Pcdhb16" "Pcdhb16" 93887 "PCDHB8" 56128
"11211" "Pcdhb16" "Pcdhb16" 93887 "PCDHB13" 56123
"11212" "4930590J08Rik" "4930590J08Rik" 381798 "C3orf20" 84077
"11213" "Nrk" "Nrk" 27206 "NRK" 203447
"11214" "Cetn1" "Cetn1" 26369 "CETN1" 1068
"11215" "Prkg1" "Prkg1" 19091 "PRKG1" 5592
"11216" "Gm16515" "Gm16515" 24083 "C17orf103" 256302
"11217" "Hist3h2a" "Hist3h2a" 319162 "HIST3H2A" 92815
"11218" "Tmem170" "Tmem170" 66817 "TMEM170A" 124491
"11219" "Wdsub1" "Wdsub1" 72137 "WDSUB1" 151525
"11220" "Mreg" "Mreg" 381269 "MREG" 55686
"11221" "Ccdc108" "Ccdc108" 241116 "CCDC108" 255101
"11222" "Zfp459" "Zfp459" 328274 "ZNF738" NaN
"11223" "Ndufa3" "Ndufa3" 66091 "NDUFA3" 4696
"11224" "Mrc1" "Mrc1" 17533 "MRC1" 4360
"11225" "Ascc2" "Ascc2" 75452 "ASCC2" 84164
"11226" "Olfr1490" "Olfr1490" 258098 "OR10W1" 81341
"11227" "Klrb1b" "Klrb1b" 80782 "KLRB1" 3820
"11228" "Ch25h" "Ch25h" 12642 "CH25H" 9023
"11229" "Shq1" "Shq1" 72171 "SHQ1" 55164
"11230" "Lrrc25" "Lrrc25" 211228 "LRRC25" 126364
"11231" "Tm2d1" "Tm2d1" 94043 "TM2D1" 83941
"11232" "Slc26a7" "Slc26a7" 208890 "SLC26A7" 115111
"11233" "Ccnd3" "Ccnd3" 12445 "CCND3" 896
"11234" "Ccdc23" "Ccdc23" 69216 "CCDC23" 374969
"11235" "BC003965" "BC003965" 214489 "C16orf91" 283951
"11236" "Mynn" "Mynn" 80732 "MYNN" 55892
"11237" "Rrp8" "Rrp8" 101867 "RRP8" 23378
"11238" "Sgca" "Sgca" 20391 "SGCA" 6442
"11239" "Bcl2l10" "Bcl2l10" 12049 "BCL2L10" 10017
"11240" "Eef2k" "Eef2k" 13631 "EEF2K" 29904
"11241" "Eef2k" "Eef2k" 13631 "EEF2K" 101060570
"11242" "Cnst" "Cnst" 226744 "CNST" 163882
"11243" "Calr" "Calr" 12317 "CALR" 811
"11244" "Hs6st2" "Hs6st2" 50786 "HS6ST2" 90161
"11245" "Mrpl12" "Mrpl12" 56282 "MRPL12" 6182
"11246" "1700066M21Rik" "1700066M21Rik" 73467 "C2orf69" 205327
"11247" "Cth" "Cth" 107869 "CTH" 1491
"11248" "Hbb-y" "Hbb-y" 15135 "HBE1" 3046
"11249" "Trim30a" "Trim30a" 20128 "TRIM5" 85363
"11250" "Olfr65" "Olfr65" 18365 "OR51B6" 390058
"11251" "Eif4ebp1" "Eif4ebp1" 13685 "EIF4EBP1" 1978
"11252" "Oat" "Oat" 18242 "OAT" 4942
"11253" "Csnk1g3" "Csnk1g3" 70425 "CSNK1G3" 1456
"11254" "Fam118b" "Fam118b" 109229 "FAM118B" 79607
"11255" "Bcan" "Bcan" 12032 "BCAN" 63827
"11256" "Myct1" "Myct1" 68632 "MYCT1" 80177
"11257" "Ctsk" "Ctsk" 13038 "CTSK" 1513
"11258" "Pmepa1" "Pmepa1" 65112 "PMEPA1" 56937
"11259" "Slc25a34" "Slc25a34" 384071 "SLC25A34" 284723
"11260" "Il18bp" "Il18bp" 16068 "IL18BP" 10068
"11261" "Slc22a15" "Slc22a15" 242126 "SLC22A15" 55356
"11262" "Mlc1" "Mlc1" 170790 "MLC1" 23209
"11263" "Dusp1" "Dusp1" 19252 "DUSP1" 1843
"11264" "Glra3" "Glra3" 110304 "GLRA3" 8001
"11265" "Tut1" "Tut1" 70044 "MIR3654" 100500804
"11266" "Tut1" "Tut1" 70044 "TUT1" 64852
"11267" "Mtmr3" "Mtmr3" 74302 "MTMR3" 8897
"11268" "Hpca" "Hpca" 15444 "HPCA" 3208
"11269" "Kif2b" "Kif2b" 73470 "KIF2B" 84643
"11270" "Tex14" "Tex14" 83560 "TEX14" 56155
"11271" "Paxip1" "Paxip1" 55982 "PAXIP1" 22976
"11272" "Mcee" "Mcee" 73724 "MCEE" 84693
"11273" "Il9r" "Il9r" 16199 "IL9R" 3581
"11274" "Zfp202" "Zfp202" 80902 "ZNF202" 7753
"11275" "Mlf1ip" "Mlf1ip" 71876 "MLF1IP" 79682
"11276" "Trim3" "Trim3" 55992 "TRIM3" 10612
"11277" "Best1" "Best1" 24115 "BEST1" 7439
"11278" "Tmem67" "Tmem67" 329795 "TMEM67" 91147
"11279" "Asgr2" "Asgr2" 11890 "ASGR2" 433
"11280" "Bet1l" "Bet1l" 54399 "BET1L" 51272
"11281" "Erbb2ip" "Erbb2ip" 59079 "ERBB2IP" 55914
"11282" "Nars2" "Nars2" 244141 "NARS2" 79731
"11283" "Rab7l1" "Rab7l1" 226422 "RAB7L1" 8934
"11284" "3110001D03Rik" "3110001D03Rik" 66928 "C9orf123" 90871
"11285" "Pin1" "Pin1" 23988 "PIN1" 5300
"11286" "Pin1" "Pin1rt1" 23988 "PIN1" 5300
"11287" "Cxcl1" "Cxcl1" 14825 "CXCL1" 2919
"11288" "Cxcl1" "Cxcl1" 14825 "CXCL3" 2921
"11289" "Cxcl1" "Cxcl1" 14825 "CXCL2" 2920
"11290" "Slc26a11" "Slc26a11" 268512 "SLC26A11" 284129
"11291" "Oprm1" "Oprm1" 18390 "OPRM1" 4988
"11292" "Fam126b" "Fam126b" 213056 "FAM126B" 285172
"11293" "Srek1" "Srek1" 218543 "SREK1" 140890
"11294" "Sat1" "Sat1" 20229 "SAT1" 6303
"11295" "Zswim2" "Zswim2" 71861 "ZSWIM2" 151112
"11296" "Gm21708" "Rbmy" 19657 "RBMY1J" 159163
"11297" "Gm21708" "Rbmy" 19657 "RBMY1J" 378951
"11298" "Gm21708" "Gm21677" 19657 "RBMY1J" 159163
"11299" "Gm21708" "Gm21677" 19657 "RBMY1J" 378951
"11300" "Gm21708" "Gm21704" 19657 "RBMY1J" 159163
"11301" "Gm21708" "Gm21704" 19657 "RBMY1J" 378951
"11302" "Gm21708" "Gm21708" 19657 "RBMY1J" 159163
"11303" "Gm21708" "Gm21708" 19657 "RBMY1J" 378951
"11304" "Myh4" "Myh4" 17884 "MYH4" 4622
"11305" "Rftn2" "Rftn2" 74013 "RFTN2" 130132
"11306" "Lurap1l" "Lurap1l" 52829 "LURAP1L" 286343
"11307" "Gtdc1" "Gtdc1" 227835 "GTDC1" 79712
"11308" "Il6ra" "Il6ra" 16194 "IL6R" 3570
"11309" "4930444A02Rik" "4930444A02Rik" 74653 "" 84197
"11310" "Tmprss3" "Tmprss3" 140765 "TMPRSS3" 64699
"11311" "Oog4" "Oog4" 242737 "PRAMEF2" 65122
"11312" "Oog4" "Oog4" 242737 "PRAMEF4" 400735
"11313" "Oog4" "Oog4" 242737 "PRAMEF10" 343071
"11314" "Oog4" "Oog4" 242737 "PRAMEF7" 441871
"11315" "Oog4" "Oog4" 242737 "PRAMEF6" 343068
"11316" "Oog4" "Oog4" 242737 "PRAMEF6" 440561
"11317" "Oog4" "Oog4" 242737 "PRAMEF6" 729368
"11318" "Oog4" "Oog4" 242737 "PRAMEF6" 101060308
"11319" "Oog4" "Oog4" 242737 "PRAMEF22" 653606
"11320" "Oog4" "Oog4" 242737 "" 645359
"11321" "Oog4" "Oog4" 242737 "PRAMEF3" 401940
"11322" "Oog4" "Oog4" 242737 "PRAMEF5" 343068
"11323" "Oog4" "Oog4" 242737 "PRAMEF8" 391002
"11324" "Oog4" "Oog4" 242737 "PRAMEF9" 343070
"11325" "Oog4" "Oog4" 242737 "PRAMEF9" 653619
"11326" "Oog4" "Oog4" 242737 "PRAMEF9" 101060288
"11327" "Oog4" "Oog4" 242737 "PRAMEF9" 101060295
"11328" "Oog4" "Oog4" 242737 "PRAMEF9" 101060308
"11329" "Oog4" "Oog4" 242737 "PRAMEF13" 400736
"11330" "Oog4" "Oog4" 242737 "PRAMEF18" 391003
"11331" "Oog4" "Oog4" 242737 "PRAMEF16" 654348
"11332" "Oog4" "Oog4" 242737 "PRAMEF21" 391001
"11333" "Oog4" "Oog4" 242737 "PRAMEF21" 645425
"11334" "Oog4" "Oog4" 242737 "PRAMEF15" 343070
"11335" "Oog4" "Oog4" 242737 "PRAMEF15" 653619
"11336" "Oog4" "Oog4" 242737 "PRAMEF15" 101060288
"11337" "Oog4" "Oog4" 242737 "PRAMEF15" 101060295
"11338" "Oog4" "Oog4" 242737 "PRAMEF15" 101060308
"11339" "Oog4" "Oog4" 242737 "PRAMEF14" NaN
"11340" "Oog4" "Oog4" 242737 "PRAMEF19" 391003
"11341" "Oog4" "Oog4" 242737 "PRAMEF19" 645414
"11342" "Oog4" "Oog4" 242737 "PRAMEF17" 391004
"11343" "Oog4" "Oog4" 242737 "PRAMEF20" 391001
"11344" "Oog4" "Oog4" 242737 "PRAMEF20" 645425
"11345" "Klhdc1" "Klhdc1" 271005 "KLHDC1" 122773
"11346" "Cacnb4" "Cacnb4" 12298 "CACNB4" 785
"11347" "Fcgrt" "Fcgrt" 14132 "FCGRT" 2217
"11348" "Th" "Th" 21823 "TH" 7054
"11349" "Zc4h2" "Zc4h2" 245522 "ZC4H2" 55906
"11350" "Tpm3" "Tpm3" 59069 "TPM3" 7170
"11351" "Ankrd52" "Ankrd52" 237615 "ANKRD52" 283373
"11352" "Gpr1" "Gpr1" 241070 "GPR1" 2825
"11353" "Cdkn2c" "Cdkn2c" 12580 "CDKN2C" 1031
"11354" "Setd1b" "Setd1b" 208043 "SETD1B" 23067
"11355" "Nfkbil1" "Nfkbil1" 18038 "NFKBIL1" 4795
"11356" "Slc12a9" "Slc12a9" 83704 "SLC12A9" 56996
"11357" "Tfpi" "Tfpi" 21788 "TFPI" 7035
"11358" "Chaf1a" "Chaf1a" 27221 "CHAF1A" 10036
"11359" "Mios" "Mios" 252875 "MIOS" 54468
"11360" "Slc1a4" "Slc1a4" 55963 "SLC1A4" 6509
"11361" "Spaca7" "Spaca7" 78634 "SPACA7" 122258
"11362" "Ccp110" "Ccp110" 101565 "CCP110" 9738
"11363" "Ehbp1" "Ehbp1" 216565 "EHBP1" 23301
"11364" "Zfp148" "Zfp148" 22661 "ZNF148" 7707
"11365" "Arhgap44" "Arhgap44" 216831 "ARHGAP44" 9912
"11366" "Lias" "Lias" 79464 "LIAS" 11019
"11367" "Usp16" "Usp16" 74112 "USP16" 10600
"11368" "P2ry2" "P2ry2" 18442 "P2RY2" 5029
"11369" "Nif3l1" "Nif3l1" 65102 "NIF3L1" 60491
"11370" "S100a3" "S100a3" 20197 "S100A3" 6274
"11371" "Zfp358" "Zfp358" 140482 "ZNF358" 140467
"11372" "Med19" "Med19" 381379 "MED19" 219541
"11373" "Usp38" "Usp38" 74841 "USP38" 84640
"11374" "Rpgrip1" "Rpgrip1" 77945 "RPGRIP1" 57096
"11375" "Aip" "Aip" 11632 "AIP" 9049
"11376" "Elmsan1" "Elmsan1" 238317 "ELMSAN1" 91748
"11377" "Dupd1" "Dupd1" 435391 "DUPD1" 338599
"11378" "Mbtd1" "Mbtd1" 103537 "MBTD1" 54799
"11379" "Bbs1" "Bbs1" 52028 "BBS1" 582
"11380" "Polb" "Polb" 18970 "POLB" 5423
"11381" "Slc12a5" "Slc12a5" 57138 "SLC12A5" 57468
"11382" "Snrpd1" "Snrpd1" 20641 "SNRPD1" 6632
"11383" "Snrpd1" "Gm14277" 20641 "SNRPD1" 6632
"11384" "Ndrg2" "Ndrg2" 29811 "NDRG2" 57447
"11385" "Kdm4b" "Kdm4b" 193796 "KDM4B" 23030
"11386" "Eftud2" "Eftud2" 20624 "EFTUD2" 9343
"11387" "Myo15" "Myo15" 17910 "MYO15A" 51168
"11388" "Lsr" "Lsr" 54135 "LSR" 51599
"11389" "Agps" "Agps" 228061 "AGPS" 8540
"11390" "Hapln3" "Hapln3" 67666 "HAPLN3" 145864
"11391" "Inpp1" "Inpp1" 16329 "INPP1" 3628
"11392" "Mettl7a1" "Mettl7a1" 70152 "METTL7A" 25840
"11393" "Kansl1l" "Kansl1l" 68691 "KANSL1L" 151050
"11394" "Psme2" "Psme2" 19188 "PSME2" 5721
"11395" "Fbxl8" "Fbxl8" 50788 "FBXL8" 55336
"11396" "Kcnn3" "Kcnn3" 140493 "KCNN3" 3782
"11397" "Aqp5" "Aqp5" 11830 "AQP5" 362
"11398" "Snx27" "Snx27" 76742 "SNX27" 81609
"11399" "Foxj3" "Foxj3" 230700 "FOXJ3" 22887
"11400" "Stx12" "Stx12" 100226 "STX12" 23673
"11401" "Il16" "Il16" 16170 "IL16" 3603
"11402" "Ryk" "Ryk" 20187 "RYK" 6259
"11403" "Prelid1" "Prelid1" 66494 "PRELID1" 27166
"11404" "Prelid1" "LOC100046650" 66494 "PRELID1" 27166
"11405" "Slc51b" "Slc51b" 330962 "SLC51B" 123264
"11406" "Anapc11" "Anapc11" 66156 "ANAPC11" 51529
"11407" "Begain" "Begain" 380785 "BEGAIN" 57596
"11408" "Fchsd2" "Fchsd2" 207278 "FCHSD2" 9873
"11409" "Bcap29" "Bcap29" 12033 "BCAP29" 55973
"11410" "Gins4" "Gins4" 109145 "GINS4" 84296
"11411" "Tbc1d9" "Tbc1d9" 71310 "TBC1D9" 23158
"11412" "Tox" "Tox" 252838 "TOX" 9760
"11413" "Bcl2l15" "Bcl2l15" 229672 "BCL2L15" 440603
"11414" "Sfpq" "Sfpq" 71514 "SFPQ" 6421
"11415" "Sfpq" "Sfpq" 71514 "SFPQ" 100996496
"11416" "Rab30" "Rab30" 75985 "RAB30" 27314
"11417" "Zkscan6" "Zkscan6" 52712 "ZNF18" 7566
"11418" "Mrgprg" "Mrgprg" 381974 "MRGPRG" 386746
"11419" "Lyz2" "Lyz2" 17105 "LYZ" 4069
"11420" "Lyar" "Lyar" 17089 "LYAR" 55646
"11421" "Rpa2" "Rpa2" 19891 "RPA2" 6118
"11422" "Ube2j1" "Ube2j1" 56228 "UBE2J1" 51465
"11423" "Add2" "Add2" 11519 "ADD2" 119
"11424" "Krt7" "Krt7" 110310 "KRT7" 3855
"11425" "Adam23" "Adam23" 23792 "ADAM23" 8745
"11426" "Fam53b" "Fam53b" 77938 "FAM53B" 9679
"11427" "Taf5" "Taf5" 226182 "TAF5" 6877
"11428" "Narf" "Narf" 67608 "NARF" 26502
"11429" "Cd70" "Cd70" 21948 "CD70" 970
"11430" "Ak1" "Ak1" 11636 "AK1" 203
"11431" "Sh2d2a" "Sh2d2a" 27371 "SH2D2A" 9047
"11432" "Smad6" "Smad6" 17130 "SMAD6" 4091
"11433" "Chst8" "Chst8" 68947 "CHST8" 64377
"11434" "Cenpi" "Cenpi" 102920 "CENPI" 2491
"11435" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 9659
"11436" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 728802
"11437" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 100996724
"11438" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 100996761
"11439" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 101060291
"11440" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 101060344
"11441" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 101060353
"11442" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 101060463
"11443" "Pde4dip" "Pde4dip" 83679 "PDE4DIP" 101060582
"11444" "Jak2" "Jak2" 16452 "JAK2" 3717
"11445" "Hopx" "Hopx" 74318 "HOPX" 84525
"11446" "Foxp4" "Foxp4" 74123 "FOXP4" 116113
"11447" "Mfsd4" "Mfsd4" 213006 "MFSD4" 148808
"11448" "Capns1" "Capns1" 12336 "CAPNS1" 826
"11449" "Rfpl4" "Rfpl4" 192658 "RFPL1" 5988
"11450" "Zbtb22" "Zbtb22" 81630 "ZBTB22" 9278
"11451" "Psen1" "Psen1" 19164 "PSEN1" 5663
"11452" "Upk3a" "Upk3a" 22270 "UPK3A" 7380
"11453" "Trappc11" "Trappc11" 320714 "TRAPPC11" 60684
"11454" "Sgol2" "Sgol2" 68549 "SGOL2" 151246
"11455" "Cdhr4" "Cdhr4" 69398 "CDHR4" 389118
"11456" "Gan" "Gan" 209239 "GAN" 8139
"11457" "Tnnc1" "Tnnc1" 21924 "TNNC1" 7134
"11458" "9530068E07Rik" "9530068E07Rik" 213673 "C5orf15" 56951
"11459" "Smim14" "Smim14" 68552 "SMIM14" 201895
"11460" "Ccnb1" "Ccnb1" 268697 "CCNB1" 891
"11461" "Ccnb1" "Gm5593" 268697 "CCNB1" 891
"11462" "Ccnb1" "LOC101056596" 268697 "CCNB1" 891
"11463" "Tmc2" "Tmc2" 192140 "TMC2" 117532
"11464" "Tra2a" "Tra2a" 101214 "TRA2A" 29896
"11465" "Iqgap1" "Iqgap1" 29875 "IQGAP1" 8826
"11466" "Ocel1" "Ocel1" 77090 "OCEL1" 79629
"11467" "Golt1a" "Golt1a" 68338 "GOLT1A" 127845
"11468" "Nrg1" "Nrg1" 211323 "NRG1" 3084
"11469" "Sema4f" "Sema4f" 20355 "SEMA4F" 10505
"11470" "Edaradd" "Edaradd" 171211 "EDARADD" 128178
"11471" "Mdh1" "Mdh1" 17449 "MDH1" 4190
"11472" "Des" "Des" 13346 "DES" 1674
"11473" "Mog" "Mog" 17441 "MOG" 4340
"11474" "Klf3" "Klf3" 16599 "KLF3" 51274
"11475" "Fam213a" "Fam213a" 70564 "FAM213A" 84293
"11476" "Jakmip1" "Jakmip1" 76071 "JAKMIP1" 152789
"11477" "Cdc5l" "Cdc5l" 71702 "CDC5L" 988
"11478" "Agt" "Agt" 11606 "AGT" 183
"11479" "Antxr1" "Antxr1" 69538 "ANTXR1" 84168
"11480" "Retn" "Retn" 57264 "RETN" 56729
"11481" "Mfsd7c" "Mfsd7c" 217721 "FLVCR2" 55640
"11482" "Bag3" "Bag3" 29810 "BAG3" 9531
"11483" "Cd164l2" "Cd164l2" 69655 "CD164L2" 388611
"11484" "Otc" "Otc" 18416 "OTC" 5009
"11485" "Camkv" "Camkv" 235604 "CAMKV" 79012
"11486" "Ndufaf1" "Ndufaf1" 69702 "NDUFAF1" 51103
"11487" "Mettl21d" "Mettl21d" 207965 "METTL21D" 79609
"11488" "Mettl21d" "LOC100048447" 207965 "METTL21D" 79609
"11489" "Ak5" "Ak5" 229949 "AK5" 26289
"11490" "Champ1" "Champ1" 101994 "CHAMP1" 283489
"11491" "Chrna3" "Chrna3" 110834 "CHRNA3" 1136
