Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000307241,ENSG00000168291,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328079,ENSG00000185798,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000285208,ENSG00000154917,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000251654,ENSG00000114054,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306010,ENSG00000168374,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273286,ENSG00000144771,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318986,ENSG00000178694,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296144,ENSG00000163827,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000231887,ENSG00000113790,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000317985,ENSG00000134318,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273395,ENSG00000144857,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345478,ENSG00000187715,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296130,ENSG00000163815,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371011,ENSG00000143870,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000283871,ENSG00000113924,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000314400,ENSG00000134330,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370202,ENSG00000138031,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000332371,ENSG00000114270,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354841,ENSG00000114779,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000340238,ENSG00000183624,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347882,ENSG00000136068,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345494,ENSG00000188313,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354228,ENSG00000007402,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264331,ENSG00000077097,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323568,ENSG00000163581,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353301,ENSG00000068885,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000331020,ENSG00000158258,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373156,ENSG00000173200,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370265,ENSG00000198399,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311343,ENSG00000174776,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351365,ENSG00000168678,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369069,ENSG00000115226,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301825,ENSG00000168032,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000314067,ENSG00000180370,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368080,ENSG00000205111,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000327486,ENSG00000184538,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353770,ENSG00000171848,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264156,ENSG00000076003,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295055,ENSG00000162949,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000349961,ENSG00000113810,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341714,ENSG00000189119,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232907,ENSG00000114786,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295746,ENSG00000163507,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273794,ENSG00000145198,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368648,ENSG00000152683,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370745,ENSG00000079785,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000286353,ENSG00000155893,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000326070,ENSG00000114544,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000294241,ENSG00000162290,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329419,ENSG00000184432,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000344025,ENSG00000175066,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296252,ENSG00000163898,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347596,ENSG00000115380,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000288911,ENSG00000158185,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000272440,ENSG00000144045,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330113,ENSG00000174953,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339182,ENSG00000127249,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372005,ENSG00000205981,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282574,ENSG00000116001,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337838,ENSG00000115310,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341942,ENSG00000187527,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000286070,ENSG00000155636,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345980,ENSG00000183292,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366437,ENSG00000204725,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273359,ENSG00000144827,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000231706,ENSG00000013293,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000305858,ENSG00000169282,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273291,ENSG00000162267,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273353,ENSG00000144821,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295868,ENSG00000206530,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373311,ENSG00000157087,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372555,ENSG00000206213,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328251,ENSG00000170854,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296490,ENSG00000164091,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368356,ENSG00000115825,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371626,ENSG00000136527,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296254,ENSG00000163900,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233146,ENSG00000095002,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354089,ENSG00000198586,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370675,ENSG00000163029,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000319096,ENSG00000181467,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374807,ENSG00000211627,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000294952,ENSG00000162869,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000258092,ENSG00000135625,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368780,ENSG00000158089,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000238714,ENSG00000115421,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000283254,ENSG00000153253,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348152,ENSG00000168658,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000258455,ENSG00000135972,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000207870,ENSG00000093217,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264741,ENSG00000144668,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311713,ENSG00000172939,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232375,ENSG00000114268,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345179,ENSG00000189058,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000315055,ENSG00000176220,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000006526,ENSG00000005448,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372857,ENSG00000114670,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252505,ENSG00000151360,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295225,ENSG00000115041,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000260645,ENSG00000138075,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000286063,ENSG00000128655,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000334991,ENSG00000157827,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264090,ENSG00000065911,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000272298,ENSG00000143933,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295783,ENSG00000163541,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000244217,ENSG00000124370,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264094,ENSG00000115318,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000327468,ENSG00000185909,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374789,ENSG00000211609,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342793,ENSG00000075651,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350582,ENSG00000197781,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000260637,ENSG00000138068,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371354,ENSG00000205811,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000319170,ENSG00000178700,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000260648,ENSG00000138078,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369543,ENSG00000138074,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000234420,ENSG00000116062,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000320248,ENSG00000176040,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296046,ENSG00000163751,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337250,ENSG00000143970,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367201,ENSG00000115953,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265028,ENSG00000090520,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302105,ENSG00000168582,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295943,ENSG00000163673,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000344551,ENSG00000188010,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369013,ENSG00000115254,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000238789,ENSG00000119778,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264613,ENSG00000047457,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366447,ENSG00000204734,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374779,ENSG00000211599,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292808,ENSG00000161204,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347017,ENSG00000185485,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374785,ENSG00000211605,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342071,ENSG00000144182,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282077,ENSG00000152256,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368691,ENSG00000162959,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233836,ENSG00000115484,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232014,ENSG00000113916,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341342,ENSG00000172578,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000001146,ENSG00000003137,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000260803,ENSG00000138231,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352904,ENSG00000185013,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000365275,ENSG00000163161,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374803,ENSG00000211623,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233379,ENSG00000115042,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339168,ENSG00000118004,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000320885,ENSG00000021574,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328139,ENSG00000185141,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000309092,ENSG00000173540,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264381,ENSG00000114200,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000312618,ENSG00000177646,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296084,ENSG00000163785,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000349496,ENSG00000144843,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000256707,ENSG00000134313,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369088,ENSG00000138002,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346368,ENSG00000175822,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342381,ENSG00000028116,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374461,ENSG00000153093,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350498,ENSG00000197819,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263811,ENSG00000077380,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295269,ENSG00000180251,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325484,ENSG00000138029,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233838,ENSG00000115486,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000272342,ENSG00000143971,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353582,ENSG00000118257,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371337,ENSG00000119203,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000272732,ENSG00000144306,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301828,ENSG00000168035,1,Life before LCA of Cellular_organisms - Cellular organisms
